source,title,url,summary,tags,published,score,Primary,Secondary,group_id,group_size
Business of Fashion,This Week: Fashion’s Back-to-School Dilemma,https://www.businessoffashion.com/briefings/retail/this-week-fashions-back-to-school-dilemma/,"Retailers will need to prepare for the $11 billion summer shopping season without fully understanding what tariffs will be in place, or how much parents and students are willing to spend.",[],2025-06-29T12:00:00,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Swiss Antitrust Authorities Open Investigation Into Nivea Pricing,https://www.businessoffashion.com/news/beauty/swiss-antitrust-authorities-open-investigation-into-nivea-pricing/,"The group known as COMCO said on Tuesday it will investigate the mass skincare brand’s parent company, Beiersdorf, over a pricing dispute with a local retailer.",[],2025-06-25T11:04:27,7,INDUSTRY,RETAIL STRATEGY,ungrouped,1
Business of Fashion,Bold Management Acquires Influencer Agency The Digital Prototype,https://www.businessoffashion.com/news/marketing-pr/bold-management-acquires-influencer-agency-the-digital-prototype/,The deal bolsters Bold’s talent management capabilities in France.,[],2025-06-30T04:30:00,7,INDUSTRY,M&A,ungrouped,1
Business of Fashion,"At Citi, Unlocking New Growth Strategies for Beauty Brands",https://www.businessoffashion.com/articles/beauty/unlocking-new-growth-strategies-for-beauty-brands-at-citi-commercial-bank-timicka-anderson-interview/,"As acquisition opportunities narrow and market dynamics shift, beauty businesses require a new strategic approach to unlock sustainable growth. BoF sat down with Timicka Anderson, Citi Commercial Bank’s Global Head of Consumer and Retail, to uncover how beauty brands can better position themselves for long-term financial success.",[],2025-06-30T04:00:00,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,China’s Extended 618 Shopping Festival Fails to Stir Excitement,https://www.businessoffashion.com/news/global-markets/china-618-shopping-festival-fails/,"E-tailers JD.com and Tmall-owner Alibaba have not disclosed the event’s overall sales figures for years, but analysts warn that a recent pause in some government subsidy programmes could weigh on consumption this month.",[],2025-06-19T09:52:19,7,INDUSTRY,FINANCIALS,ungrouped,1
Glossy,Beauty & Wellness Briefing: The beauty supplement market is expanding as beauty and wellness continue to merge,https://www.glossy.co/beauty/the-beauty-supplement-marketplace-is-expanding-as-the-beauty-and-wellness-categories-continue-to-merge/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"This week, I checked in on the burgeoning beauty supplement category. Additionally, Unilever is set to acquire men's personal care leader Dr. Squatch, there's another exec shakeup at Violet Grey, and Beautycounter founder Gregg Renfrew is back with Counter.","['Beauty', 'Wellness', 'Glossy+', 'plus']",2025-06-24T04:05:00,7,INDUSTRY,M&A,ungrouped,1
Beauty Independent,Science-Driven Professional Skincare Brand Epicutis Raises $10M In Series B Funding To Fuel Expansion,https://www.beautyindependent.com/science-driven-professional-skincare-brand-epicutis-raises-10m-series-b-funding/,"Epicutis , the science-driven luxury professional skincare brand, has raised $10 million in series B funding to fuel its next phase of growth. The brand didn’t disclose the investor in its series B round, but described it as a single insider who’s a longstanding board member and was ... The post Science-Driven Professional Skincare Brand Epicutis Raises $10M In Series B Funding To Fuel Expansion appeared first on Beauty Independent .","['Deal Flow', 'clean', 'clinical', 'Epicutis', 'funding', 'investment', 'investor', 'luxury', 'luxury skincare', 'Maxwell Stock', 'med spas', 'professional', 'professional skincare', 'science', 'science-backed skincare', 'series b', 'series B funding', 'series B round', 'skincare', 'spas']",2025-06-26T20:10:58,7,BRAND,"INVESTMENT, SCIENCE",ungrouped,1
Glossy,All the ways conflict between the US and Iran could affect the fashion industry,https://www.glossy.co/fashion/all-the-ways-conflict-between-the-u-s-and-iran-could-affect-the-fashion-industry/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"The main risk that market analysts are predicting is a global rise in energy costs due to the conflict obstructing important shipping lanes, which would disrupt a market where many consumers are already cutting back on discretionary spending.",['Fashion'],2025-06-24T04:04:00,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Glossy,Beating price sensitivity without slashing margins,https://www.glossy.co/sponsored/beating-price-sensitivity-without-slashing-margins/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Rose Murray, senior content editor, Scayle In light of the recent global tariff turmoil and the resulting economic uncertainty, customer loyalty is more fragile than ever. According to Scayle’s 2025 shopper survey, shoppers are gravitating towards a higher level of cost consciousness. As a result, 36% of U.S. consumers admit they would ditch their favorite brand [&#8230;]","['Sponsored', 'Scayle25SBL2']",2025-06-20T17:58:07,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,"Luxury Sector Will Continue to Slip, Bain Forecasts",https://www.businessoffashion.com/articles/luxury/luxury-sector-will-continue-to-slip-bain-forecasts/,"The market is on pace to contract 2 percent to 5 percent in 2025 as consumption remains soft across key categories — particularly leather goods, makeup and watches — according to the latest forecast from Bain & Company.",[],2025-06-19T10:30:00,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,What I’m Looking Forward to at Our Next Executive Roundtable in London,https://www.businessoffashion.com/articles/events/executive-roundtable-london-2025/,"Executive Members are invited to join senior correspondents Sarah Kent and Sheena Butler-Young, along with executive editor Brian Baskin for an informal breakfast discussing Selling to Consumers in Uncertain Times.",[],2025-06-19T14:08:45,7,INDUSTRY,RETAIL STRATEGY,ungrouped,1
WWD,Givaudan to Acquire Brazilian Fragrance Supplier Vollmens,https://wwd.com/beauty-industry-news/fragrance/givaudan-acquire-brazilian-fragrance-supplier-vollmens-1237954251/,The partnership is expected to strengthen the Swiss fragrance and flavors supplier’s reach in Latin America.,"['Fragrance', 'Givaudan', 'M&A', 'WWDBeautyInc']",2025-06-27T07:19:29,7,INDUSTRY,M&A,ungrouped,1
Business of Fashion,Executive Memo | Selling to Consumers in Uncertain Times,https://www.businessoffashion.com/case-studies/retail/retail-consumers-executive-memo-analysis/,"As inflation persists and consumer confidence remains low, brands face a critical challenge: how to sell to a more cautious, value-driven shopper without diluting their cachet. From smarter pricing strategies to sharper audience targeting, executives must recalibrate fast to stay competitive in a volatile economy.",[],2025-06-30T04:30:00,7,INDUSTRY,RETAIL STRATEGY,ungrouped,1
Business of Fashion,How Kiko Milano Built Pricing Power,https://www.businessoffashion.com/articles/beauty/state-of-fashion-beauty-bof-mckinsey-report-kiko-milano-interview-simone-dominici/,"The Italian cosmetics giant has deftly engineered a premiumisation strategy, and has elevated its distribution, product selection and points of differentiation, heavily reducing discounts and promotions in the process. Chief executive Simone Dominici explained how it deployed its strategy in The State of Fashion: Beauty Volume 2.",[],2025-06-24T04:30:00,7,BRAND,"RETAIL STRATEGY, FINANCIALS",ungrouped,1
Business of Fashion,Forever 21’s US Operator Wins Court Approval to Liquidate,https://www.businessoffashion.com/news/retail/forever-21s-us-operator-wins-court-approval-to-liquidate/,The embattled fast-fashion company's repayment plan includes a settlement with lenders and former Forever 21 parent Sparc Group that’s designed to boost recoveries for unsecured creditors that stood to get pennies on the dollar.,[],2025-06-24T21:45:17,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Bernard Arnault Grapples With the Biggest Slump in LVMH’s History,https://www.businessoffashion.com/articles/luxury/bernard-arnault-grapples-with-biggest-slump-in-lvmh-history/,The luxury goods maker is reeling from a sharp downturn in the €364 billion industry — and questions about succession are growing louder.,[],2025-06-19T08:36:52,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Salomon and Arc’teryx Help Amer Sports Defy Downturn With Athleisure Bet,https://www.businessoffashion.com/news/retail/salomon-and-arcteryx-help-amer-sports-defy-downturn-with-athleisure-bet/,"Since its New York Stock Exchange debut in February 2024, the Helsinki-based group, which also owns outerwear brand Arc’teryx and sports equipment maker Wilson, has nearly tripled its market value to $21 billion.",[],2025-06-30T00:15:57,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,"Shein to File Confidentially for Hong Kong IPO, Sources Say",https://www.businessoffashion.com/news/retail/shein-to-file-confidentially-for-hong-kong-ipo-sources-say/,"Shein aims to submit the filing confidentially as soon as this week, a source familiar with the matter told Reuters. A second source said the filing was expected to be made by Monday.",[],2025-06-27T21:02:54,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Saks Gets $600 Million Lifeline as Creditors Face Steep Losses,https://www.businessoffashion.com/news/retail/saks-gets-600-million-lifeline-as-creditors-face-steep-losses/,"As part of the arrangement, a group holding a slim majority of the struggling luxury retailer’s $2.2 billion of 11 percent bonds, will provide Saks an immediate $300 million loan, according to deal terms reviewed by Bloomberg.",[],2025-06-27T21:13:08,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Customers Want Beauty Brands to Prove Their Worth,https://www.businessoffashion.com/articles/beauty/state-of-fashion-beauty-report-value-price-mass-brands/,"As beauty customers grow more selective and cost-conscious, brands must demonstrate a clear and ownable value proposition, regardless of price, according to the BoF-McKinsey State of Fashion: Beauty report Volume 2.",[],2025-06-18T04:00:00,7,INDUSTRY,RETAIL STRATEGY,ungrouped,1
Business of Fashion,‘Transform or Die’: Can a Turnaround Expert Turn Kering Around?,https://www.businessoffashion.com/opinions/luxury/transform-or-die-can-a-turnaround-expert-turn-kering-around/,"Luca De Meo’s appointment as the French group’s chief executive is an admission of the seriousness of the crisis the company is facing, as well as a signal of its intent to do something about it, writes Imran Amed.",[],2025-06-20T19:00:00,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Mike Ashley’s Frasers Drops Out of Bid For Revolution Beauty,https://www.businessoffashion.com/news/beauty/mike-ashley-frasers-drops-out-bid-revolution-beauty/,"The British fashion group has decided not to go ahead with an offer to buy the ailing cosmetics brand, the company said Thursday.",[],2025-06-20T10:31:31,7,INDUSTRY,M&A,ungrouped,1
Business of Fashion,Swiss Watch Exports Slump in May as US Tariffs Shake Market,https://www.businessoffashion.com/news/luxury/swiss-watch-exports-slump-us-tariffs/,"Exports to the US, the sector’s single-biggest market, were down just over 25 percent, underscoring the impact of President Donald Trump’s trade policies.",[],2025-06-19T09:37:54,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Opinion: Luxury Is More Resilient Than the Market Suggests,https://www.businessoffashion.com/articles/luxury/opinion-luxury-is-more-resilient-than-the-market-suggests/,"The luxury industry is facing another lost year, according to Bain’s latest luxury update, but investors are being too gloomy on the sector’s long-term prospects, argues Andrea Felsted.",[],2025-06-19T17:27:23,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,What the Israel-Iran Conflict Could Mean for Fashion,https://www.businessoffashion.com/briefings/global-markets/what-the-israel-iran-conflict-could-mean-for-fashion/,"While a ceasefire is in place, shipping, supply chains and consumer sentiment remain threatened as tensions in the Middle East persist.",[],2025-06-27T14:25:11,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Nike Fourth-Quarter Sales Fall by Less Than Expected,https://www.businessoffashion.com/news/retail/nike-fourth-quarter-sales-fall-by-less-than-expected/,"CEO Elliott Hill said the company is making progress in its turnaround effort, though a return to growth will take time.",[],2025-06-26T22:22:02,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,Glossier CEO Kyle Leahy to Exit,https://www.businessoffashion.com/news/beauty/glossier-ceo-kyle-leahy-to-exit/,"After three years as chief executive, Leahy will step down from her role by year-end, and will retain her board seat while assisting the company in finding a successor.",[],2025-06-24T17:27:41,7,INDUSTRY,FINANCIALS,ungrouped,1
Business of Fashion,"Inside Gap’s Last-Ditch, Tariff-Addled Turnaround Push",https://www.businessoffashion.com/articles/retail/inside-gaps-last-ditch-tariff-addled-turnaround-push/,The iconic ’90s retailer was on the precipice of death for years. Richard Dickson finally had momentum for a comeback — then came Trump.,[],2025-06-24T16:54:00,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,Unilever to Acquire Men’s Personal Care Brand Dr. Squatch,https://www.businessoffashion.com/news/beauty/unilever-acquires-dr-squatch/,"The consumer goods giant announced on Monday that it had signed a definitive agreement to acquire the American men’s brand, known for its soaps and grooming products.",[],2025-06-23T19:02:14,7,INDUSTRY,M&A,ungrouped,1
Business of Fashion,"Worldview | Iran-Israel War Disrupts Local Businesses, Poses Global Risks",https://www.businessoffashion.com/articles/global-markets/worldview-iran-israel-war-disrupts-local-businesses-poses-global-risks/,"This week’s round-up of global markets fashion business news also features JD.com’s turnaround plan, pan-African e-commerce giant Jumia and Ecuador’s crackdown on Chinese e-tailers.",[],2025-06-24T14:59:40,7,INDUSTRY,TARIFFS/SUPPLY CHAIN,ungrouped,1
Business of Fashion,AI Shopping Platform Daydream Launches in the US,https://www.businessoffashion.com/news/technology/ai-shopping-platform-daydream-launches-in-the-us/,"The site, co-founded by Julie Bornstein, aims to reimagine online shopping with the capabilities of the large language models underlying AI tools such as ChatGPT.",[],2025-06-25T12:00:00,7,RETAIL,"GEN Z, AI",ungrouped,1
Glossy,‘Counting likes is no longer enough’: Beauty brands rethink strategy as a wellness focus becomes business-critical,https://www.glossy.co/beauty/counting-likes-is-no-longer-enough-beauty-brands-rethink-strategy-as-a-wellness-focus-becomes-business-critical/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"At a Glossy, CEW and Launchmetrics panel in London this week, beauty leaders gathered to discuss how the rise of wellness is reshaping brand strategy in the saturated, fast-moving world of beauty.","['Beauty', 'Wellness']",2025-06-27T04:01:00,6,BRAND,"GEN Z, RETAIL STRATEGY",ungrouped,1
Business of Fashion,Chinese Makeup Brands Are Winning Over Global Consumers,https://www.businessoffashion.com/articles/professional/chinese-makeup-brands-are-winning-over-global-consumers/,"As the popularity of alternative social media platforms like RedNote grows outside of China, domestic beauty brands like Florasis and Judydoll are reaping the benefits.",[],2025-06-23T11:25:52,6,BRAND,"GEN Z, TIKTOK",ungrouped,1
Business of Fashion,"River Island Plans to Close 33 Stores, Putting Hundreds of Jobs at Risk",https://www.businessoffashion.com/news/retail/river-island-plans-to-close-33-stores-putting-hundreds-of-jobs-at-risk/,CEO Ben Lewis said the British fashion company would try to 'keep [job losses] to a minimum.’,[],2025-06-20T20:12:02,6,RETAIL,FINANCIALS,ungrouped,1
Glossy,Glossy Pop Newsletter: Sabrina Carpenter’s music videos are the new billboard for beauty brands,https://www.glossy.co/beauty/glossy-pop-newsletter-sabrina-carpenters-music-videos-are-the-new-billboard-for-beauty-brands/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"Music videos are the hot new place for beauty and fashion brands to show up. In Sabrina Carpenter and Addison Rae videos, brands like Prada Beauty, Supergoop and Free People are making the most of the opportunity.","['Beauty', 'Fashion', 'Pop', 'RevolutionBrandMarketingContentful']",2025-06-27T04:02:00,6,MARKETING,"PARTNERSHIP, GEN Z",ungrouped,1
Business of Fashion,Exclusive: Skims’ Plan for Global Domination,https://www.businessoffashion.com/articles/retail/skims-plan-for-global-domination/,"Kim Kardashian’s shapewear brand is preparing to enter many new markets in the US and, increasingly, globally. CEO Jens Grede spoke with The Business of Fashion about his vision to create ‘the Apple store of apparel.’",[],2025-06-23T04:00:00,6,BRAND,"RETAIL STRATEGY, PARTNERSHIP",ungrouped,1
Business of Fashion,"Retail Emerges as Most Distressed Sector in Europe, Report Says",https://www.businessoffashion.com/news/retail/retail-emerges-as-most-distressed-sector-in-europe-report-says/,"Retail is suffering from weak discretionary spending, margin compression and tightening credit conditions, pushing distress in the sector to the highest level since the global financial crisis in 2009.",[],2025-06-26T10:13:07,6,RETAIL,FINANCIALS,ungrouped,1
Business of Fashion,"Can Korean Fashion Be as Big as K-Beauty, or K-Pop?",https://www.businessoffashion.com/articles/global-markets/korean-fashion-post-archive-faction-gentle-monster/,"K-fashion made significant inroads in becoming a part of a global fashion conversation in 2025, with brands like Post Archive Faction and Gentle Monster grabbing attention. But scaling the category to become as big as other cultural exports remains challenging.",[],2025-06-26T04:30:00,6,BRAND,"NEW LAUNCH, GEN Z",ungrouped,1
Business of Fashion,"Ulta Beauty Chief Financial Officer to Depart, Interim Leader Appointed",https://www.businessoffashion.com/news/beauty/ulta-beauty-chief-financial-officer-to-depart-interim-leader-appointed/,The American cosmetics retailer said on Wednesday that longtime financial executive Chris Lialios will serve as interim chief financial officer until it finds a suitable replacement for outgoing CFO Paula Oyibo.,[],2025-06-25T14:23:34,6,RETAIL,FINANCIALS,ungrouped,1
Business of Fashion,The Fashion and Beauty Opportunity on Snapchat in the Gulf,https://www.businessoffashion.com/articles/marketing-pr/fashion-and-beauty-brand-opportunity-on-snapchat-in-gcc-gulf-region-hussein-freijeh-interview/,"BoF sits down with Snap Inc.’s vice president and general manager of the Middle East, Hussein Freijeh, to learn more about the changing social media landscape in the Gulf, its impact on consumer behaviour, and the new opportunities it presents for fashion and beauty brands to reach audiences in the region.",[],2025-06-24T05:00:01,6,MARKETING,"GEN Z, RETAIL STRATEGY",ungrouped,1
Business of Fashion,Amazon’s Premium Beauty Push May Be a Buffer Against Trump’s Tariffs,https://www.businessoffashion.com/news/beauty/amazons-premium-beauty-push-may-be-a-buffer-against-trumps-tariffs/,"The Seattle-based e-commerce company is betting that sales growth in its beauty category, which includes Estée Lauder’s Clinique, Olaplex and L’Oréal’s Urban Decay, will offset the impact of tariffs on its upcoming Prime Day event.",[],2025-06-23T14:02:47,6,RETAIL,TARIFFS/SUPPLY CHAIN,ungrouped,1
Beauty Independent,The Anti-Trend Philosophy That Turned Nearly 30-Year-Old OSEA Malibu Into An Overnight Success,https://www.beautyindependent.com/the-anti-trend-philosophy-that-turned-nearly-30-year-old-osea-malibu-into-an-overnight-success/,"OSEA Malibu turns 30 years old next year, but its business rooted in seaweed-powered skincare, sustainability and expert-led entrepreneurship has never been more current. Launched by spa director-turned-founder Jenefer Palmer and scaled for the past decade by Jenefer’s daughter and OSEA CEO Melissa Palmer, the brand proudly hasn’t ... The post The Anti-Trend Philosophy That Turned Nearly 30-Year-Old OSEA Malibu Into An Overnight Success appeared first on Beauty Independent .","['Full Disclosure', 'aromatherapy', 'clean beauty', 'Osea', 'OSEA Malibu', 'Ulta Beauty', 'wellness']",2025-06-29T04:01:05,6,BRAND,"CLEAN BEAUTY, RETAIL STRATEGY, WELLNESS",ungrouped,1
WWD,"From Goop’s This Smells Like My Vagina Candle to Scents Influenced by Erotic Literature, Sex-inspired Fragrances Continue to Dominate",https://wwd.com/beauty-industry-news/fragrance/sex-inspired-fragrances-1237899470/,"While fragrance and sensuality have been synonymous for centuries, a new crop of brands, technologies and notes are taking things to the next level.","['Fragrance', 'Firmenich', 'fragrance', 'Givaudan']",2025-06-27T13:00:00,6,FRAGRANCE,NEW LAUNCH,ungrouped,1
Beauty Independent,"In The AI Age, What Does The Beauty Factory Of The Future Look Like?",https://www.beautyindependent.com/ai-age-what-does-beauty-factory-future/,"As artificial intelligence rapidly infiltrates every level of beauty, from ingredient sourcing to marketing, we want to explore how it—and other forces changing the industry—are impacting production. So, for the latest edition of our ongoing series posing questions relevant to indie beauty, we asked 11 beauty manufacturing executives the following: How will ... The post In The AI Age, What Does The Beauty Factory Of The Future Look Like? appeared first on Beauty Independent .","['No Stupid Questions', 'AI', 'artificially intelligence', 'beauty factory', 'beauty industry', 'coman', 'contract manufacturer', 'contract manufacturing', 'factory', 'formulation', 'future', 'labor', 'manufacturer', 'manufacturing', 'technology']",2025-06-29T04:01:12,6,INDUSTRY,"AI, TECHNOLOGY",ungrouped,1
Glossy,Luxury Briefing: Can Jonathan Anderson turn Dior’s best-selling Book Tote into a fresh growth engine?,https://www.glossy.co/fashion/luxury/luxury-briefing-can-jonathan-anderson-turn-diors-best-selling-book-tote-into-a-fresh-growth-engine/?utm_campaign=glossydis&utm_medium=rss&utm_source=general-rss,"In this week's luxury briefing, a look at the revival of Dior's book tote. Also, a new shopping app that claims to fuel brand loyalty, the latest executive moves from Miu Miu and YNAP, and news to know.","['Fashion', 'Luxury', 'Glossy+', 'plus']",2025-06-25T04:02:00,6,BRAND,"NEW LAUNCH, RETAIL STRATEGY",ungrouped,1
